PROJECT_NUMBER,ABSTRACT_TEXT1
5 R01 DA028763-04,"DESCRIPTION (provided by applicant): The overall goal of this project is to address how disproportionate confinement of racial/ethnic minorities-especially African Americans-affects health disparities in the HIV/AIDS epidemic. African Americans comprise only 13% of the general population, but about 40% of incarcerated youth and adults and 50% of new cases of HIV/AIDS. Yet, large multisite national longitudinal studies of HIV/AIDS focus on high- risk samples such as men who have sex with men (MACS), women infected with HIV and other ""at-risk"" females (WIHS), and infected women and their infants (WITS). These studies do not include adolescents, do not sample correctional populations, and do not examine the effect of incarceration on HIV/AIDS. Most studies of incarcerated populations are cross-sectional and provide limited information on the effects of incarceration. To continue to address this key omission in the literature, we propose to extend the Northwestern Juvenile Project, a longitudinal study of 1829 juvenile justice youth, enrolled at age 10-18 years (1172 males, 657 females; 1005 African Americans, 296 non-Hispanic whites, 524 Hispanics, and 4 ""other"" race/ethnicity). Currently, the HIV/AIDS component of the project (RO1 DA022953) includes only a subsample (n=743) and 10-, 11-, 12-, and 13-year follow-up interviews. We now propose to (1) study the entire sample (originally 1829, now 1678); (2) conduct 3 additional annual interviews (14-, 15-, and 16-year follow-ups), at which time participants will be aged 26-34 years; (3) collect official records to cross-validate self-reported data (on STI status, arrests, incarceration history, and services received); (4) test the entire sample for HIV infection, chlamydia, and gonorrhea; and (5) administer a new module on incarceration, release, and re-entry. Participants are re-interviewed whether they are re-incarcerated or back in the community. Using data collected in prior phases and the additional interviews, we will examine patterns of drug use, drug use disorder, HIV/AIDS risk and infection from adolescence (ages 10-17 years) to emerging adulthood (ages 18-24 years) and young adulthood (age 25 and older). Our Specific Aims focus on how incarceration, release, and re-entry (e.g., age[s] incarcerated, number of incarcerations, length of incarcerations, amount of time spent in the community between incarcerations) affect the following: (1) drug use behaviors (including the number and types of substances used, frequency of use, and route of administration) and drug use disorders (onset, persistence, desistance, and recurrence); (2) HIV/AIDS sex risk behaviors (including unprotected anal or vaginal receptive sex and trading sex for drugs) and injection-risk behaviors; (3) prevalence and incidence of HIV infection and other STIs; (4) the relationship between patterns of drug use and disorder and HIV/AIDS risk behaviors, especially how risk and protective factors predict, moderate, and mediate these relationships. This study responds to the initiatives of NIDA, NIAAA, and other NIH institutes to reduce health disparities in HIV/AIDS in minority populations."
5 R01 DA029513-04,"   DESCRIPTION (provided by applicant): A recent paradigm shift in public housing policy is catalyzing one of the largest planned migrations in US history. Public housing agencies are relocating residents of spatially concentrated complexes to voucher- subsidized rental units in the private market that are geographically dispersed. The HOPE VI policy embodies this paradigm shift, and is relocating 200,000 households from concentrated complexes to rental units in target cities. HOPE VI migrants tend to move to safer, less poor, and less drug-involved neighborhoods (though gains are attenuated for alcohol and other drug [AOD] abusers); at the same time, migrants' social networks and social supports decline. Migrants' neighborhood conditions, networks, and supports may evolve for some time: HOPE VI inaugurates a period of serial moves for 50% of migrants. Most migrants are African-American and all are poor. Rates of AOD abuse and HIV risk are high among these residents before they move. At issue in the proposed study is whether and how HOPE VI relocations, and the changes in migrants' neighborhood conditions, networks, and social supports that these relocations create, shape African-American migrants' AOD abuse and HIV risk. The proposed [4]-year study will have a quasi-experimental pre-/post-exposure design with an unexposed comparison group. The exposed group will consist of [180] migrants from 7 Atlanta Housing Authority (AHA) complexes targeted by HOPE VI; the unexposed comparison group will consist of 150 residents of 6 AHA complexes that are not relocating. All participants will be African-American, and we will seek variation in the sample in baseline AOD abuse status in order to study how AOD abuse shapes trends in outcomes of interest. The proposed multilevel longitudinal study, led by a new investigator, will achieve the following aims: Aim 1: Characterize trends in residential mobility among HOPE VI migrants during the [4]-year the study period; describe changes in the characteristics of the census tracts where migrants live over time (e.g., poverty rates); and learn how AOD abuse status affects these trends. Aim 2: Characterize changes in network and social supports over time in the full sample (N=[330]), and determine how HOPE VI status and AOD abuse status affect these changes. Aim 3: Describe trends in AOD abuse, proximal HIV risk factors, [and HIV incidence] over time in the full sample, and learn how these trends relate to HOPE VI status and AOD abuse status (where AOD abuse trends are not the outcome). Aim 4: Analyze relationships of changes in the characteristics of the census tracts where participants live (Aim 1), and in their networks and supports (Aim 2), to trends in AOD abuse and proximal HIV risk (Aim 3). This study will build on foundations laid by a NIDA R21 study in which we are (1) creating the [330]-member cohort; (2) initiating data collection; and (3) refining retention methods. Results will advance scientific knowledge in NIDA priority areas on migrations, AOD abuse, and HIV, and on determinants of AOD use and HIV among African-Americans.      "
5 R01 DA029899-04,"   DESCRIPTION (provided by applicant): The overarching goal of this study is to explore the context of rising drug use along the Mexico/Guatemala border and define its relationship to the local epidemiology and phylo-geography of HIV and sexually transmitted infections (STIs). Shifting drug trafficking routes, poor economic conditions, and increasing popularity of hard drugs among youth may be some of the factors driving substance use. Numerous regional and international migrants passing through the area likely contribute to the spread of HIV and STIs. However, data is lacking on the relationship between drug use and HIV/STIs in the region. Based on the above, the specific aims of this project are to: 1) describe the contextual factors affecting drug use and patterns of use in high risk populations along the Mexico/Guatemala border; 2) determine the prevalence and correlates of HIV, hepatitis C virus (HCV), and STIs among substance users; and 3) explore the phylo-geography and molecular epidemiology of HIV-1 infection in at-risk groups. To meet Aim 1, 20 in-depth interviews with a diverse sample of substance users in Tapachula/Ciudad Hidalgo, Mexico and 20 in the Teczn Uman/Quetzaltenango area of Guatemala will be conducted to provide contextual data on risk behaviors and help refine study instruments and methods. Additionally, focus groups with substance using men who have sex with men (MSM), female sex workers (FSW), and migrants, as well as with organizations serving those at-risk for HIV will be conducted. To meet Aim 2, three consecutive cross-sectional cohorts (n=400, 200 on each side of the border) will be recruited using respondent-driven sampling (RDS). Face-to-face interviews will collect information on sociodemographics, HIV/STI knowledge, risk behaviors, and access to health services. All will be tested for HIV, syphilis, herpes simplex virus-2, and HCV, and treated as needed. Round 1 will comprise substance using FSWs; Round 2 will focus on the MSM population; and Round 3 will begin with peer recruiters (""seeds"") drawn from ""mobile"" persons- including truck drivers, deportees and regional and international migrants. We anticipate and will be able to measure the overlap between these risk groups. For Aim 3, we will sequence the HIV-1 pol gene, including reverse transcriptase, from those infected with HIV which will enable us to assess if recombinants or drug resistant strains of HIV-1 have emerged in this region and the extent to which there is mixing between at-risk groups. As migration routes have been identified as important corridors of disease transmission in other settings, they may be one of the first places new HIV subtypes will be identified. This project will create and expand ties among investigators in Mexico, Guatemala, and the U.S. and increase regional research capacity. Findings will help inform the development of subsequent HIV interventions and prevention programs that intervene upon risky substance use behaviors before they become further entrenched. Since the HIV epidemic in most of Latin America is still concentrated, there is a critical window of opportunity to prevent transition to a generalized epidemic. "
5 R01 DA030241-04,"DESCRIPTION (provided by applicant): Cocaine use and its associated risky sexual behaviors (e.g., sex with multiple partners, inconsistent condom use, trading sex for drugs or money) represent a significant contributor to the ongoing spread of HIV. However, little is known about how sex, drugs, and money are valued in this population, nor about the perturbed neural processes mediating these tradeoffs. In this application, we directly address the objective of PAS-07-324 to increase understanding of processes of cocaine addiction that influence decisions about high-risk sexual behavior. We propose to explore this via the convergence of behavioral and neural underpinnings of the pathological decisions made by Chronic Cocaine Users (CCUs) not in treatment using a model-based approach, behavioral decision tasks, and functional magnetic resonance imaging (fMRI). Our overall hypothesis is that the processes of addiction result in a dysfunctional decision system that underlies the risky sexual behavior engaged in by CCUs; in other words, CCUs engage in risky sexual behavior because they discount future outcomes as a result of a hypoactive executive system (in prefrontal cortex) and a hyperactive impulsive system (in limbic brain circuits). To improve our understanding of cocaine addiction processes that influence decisions about risky sexual behavior, we will obtain critically needed information about the CCU's valuation of relevant commodities (sex, drugs, money), recognizing that these commodities serve multiple functions and may interact with one another in novel ways. We will study valuation and inter-temporal choice within and across different commodities to gain new insights into the decisions made by CCUs, including decisions closely tied to the high-risk behavior of trading sex for drugs or money, and how they differ from Recreational Cocaine Users (RCUs) and Community Control Participants (CCPs). We hypothesize that different commodities will show different profiles of effect depending on availability of other commodities (same or different commodities), their temporal location (immediate or later), and the subject group (CCUs, RCUs, CCPs). Additionally, given the existing data, we anticipate systematically replicating that the discounting of money (money now vs. later) will be predictive of HIV risk behavior in a new population (CCUs). The inclusion of neural correlates will permit us to identify for the first time the role of different neurobehavioral decision systems in decision making predictive of HIV risk behavior. By comparing money discounting to discounting of drug and sexual activity within and across commodities, we will determine whether novel discounting procedures and associated neural processes are more predictive of risky behavior than money discounting. Completion of this project will provide substantial new information about neural valuation systems that are altered by addiction and lead to risky sexual behavior. Understanding how the commodities of interest interact with one another and the neural systems that participate in that valuation may suggest new approaches to alter the pathologic valuation and impact risky behavior associated with the spread of HIV.    "
5 R01 DA030351-02,"    DESCRIPTION (provided by applicant): Fatal overdoses involving pharmaceutical opioids have increased dramatically over the past decade, surpassing those related to heroin, and are the leading cause of drug overdose in much of the U.S.  In Seattle- King County, 75% of drug overdoses involved pharmaceutical opioids and/or heroin in 2009. Opioid overdoses, heroin and pharmaceutical, are preventable and reversible. Recent research suggests that opioid users at risk for overdose have higher rates of HIV risk behaviors. The emergent group of heroin users who were initially dependent on pharmaceutical opioids (39% of heroin users according to a 2011 Seattle survey) has significantly lower HIV risk perceptions and HIV testing rates. Research indicates that drug users and their partners can be successfully trained to recognize and reverse overdoses with naloxone. Despite active heroin overdose prevention and intervention programs with naloxone (OOPIN) in 15 states with thousands of overdose reversals and no serious adverse events, rigorous studies of these programs on rates of subsequent heroin overdoses have not been conducted. No OOPIN programs or studies have yet been implemented for pharmaceutical opioid users at elevated risk for overdose. The Emergency Department (ED) setting holds great promise for identifying and recruiting those at elevated risk of heroin and pharmaceutical opioid overdose: 1) the ED study site for this proposal provides most services to those needing care for acute opioid related medical problems in Seattle, and 2) patients¿ need for urgent medical attention may heighten their concern about potential harms from opioids. Unique to this setting is the potential to identify high risk pharmaceutical opioid users. ED interventions using brief behavior change counseling (BBCC) have been shown to significantly improve health behaviors such as alcohol use and injury, to increase entry into drug treatment as well as to reduce costs. Evidence is promising, but limited, regarding the impact of BBCC on opioid related risk behaviors. This prospective, randomized ED trial will study the effectiveness of an intervention that combines OOPIN with BBCC for both heroin users (n=500) and pharmaceutical opioid users at elevated risk for overdose (n=500). The primary outcome is subsequent opioid overdoses, ascertained by follow up interviews conducted at 3, 6 and 12 months as well as via administrative records for up to 24 months (i.e. medical records, ambulance responses, and death certificates). Hypotheses to be investigated include that the intervention recipients will have: 1) lower rates of opioid overdose, 2) reduced drug use and overdose risk behaviors, 3) more appropriate health care utilization, and 4) lower total health care costs. We will also determine the prevalence of HIV risk behaviors and the impact of the intervention on these behaviors. Excellent data systems and several features of clinical practice and policy make Seattle the ideal place to conduct this research. The study team is uniquely qualified to conduct this study and will be adapting interventions with which they have years of research and clinical experience.    "
5 R01 DA031056-03,"   DESCRIPTION (provided by applicant): Understanding of the spectrum of the HIV and HCV epidemics in injection drug users (IDU) has been advanced by a number of outstanding prospective studies conducted in various part of the world, including, North America, Europe, and Australia. Each of these studies has furthered our understanding of disease prevalence and incidence, risk behaviors, and natural history, including clinical, immunological and virological factors. This application seeks funding for the first global collaboration of prospective studies of HIV and HCV in IDU. The ""International Collaboration of Incident HIV and HCV in Injecting Cohorts"" (InC3), is merged international multi-cohort project of pooled biological and behavioral data from nine prospective cohorts of IDU. The InC3 collaboration will facilitate new in-depth studies of HIV and HCV infection not possible from each individual study. This collaboration will allow us to study 4,091 IDU who have been followed for a collective 9,016 person-years of observation, 859 incident HCV infections with longitudinal follow up, and 575 HIV infections. This proposal includes six research questions that represent some, but not all, of the potential breadth and depth of the proposed InC3 research collaboration, including: assessment of temporal trends in HIV and HCV incidence, examination of HCV incidence by HIV status and sexual behavior, estimates of rates and determinants of HCV viral clearance and reinfection, examination of the effects of HCV infection disclosure are on risk behaviors, and an evaluation of outcomes related to clinical treatment of acute HCV in IDU. Many of these questions remain unanswered due to the relatively small number of small numbers of behavioral, viral, or clinical events in each study. However, since many have been meticulously characterized in each of these rich longitudinal cohorts, merging data will offer the statistical power needed to make firm conclusions. The significant and innovative scientific agenda and the InC3 leadership will be supported by an administrative core and Data Coordinating Center (DCC). InC3 will promote and support the development of new study questions and research opportunities through supporting research exchange and training for participating junior scientists. Lastly, some gaps in biological data will be addressed with support for laboratory measures from stored specimens. This proposed InC3 study, will accomplish the following: (1) creation of a rich new data source that will fill scientific knowledge gaps that heretofore have not been possible in single studies alone; (2) enable new research relevant to understanding, preventing, and treating HIV and HCV in IDU; (3) the creation of a multilateral collaborative of researchers and scientists committed to long term cooperation and partnership in areas including: epidemiology, behavioral studies, clinical research, and laboratory science. Many of the investigators of this proposed multicenter project are experienced and successful in pooling and analyzing large epidemiological data in both a national, and international, context. Despite the obvious benefits to public health, such an organized effort has never been attempted with cohorts that have studied both HIV and HCV. InC3 is significant, innovative, will advance research relevant to the global burden, consequences, prevention, and treatment of HIV and HCV infections among IDU.      "
5 R01 DA031074-03,"   DESCRIPTION (provided by applicant): The goal of the proposed 5-year epidemiologic study is to assess the impact of Mexico's new drug laws on behaviors and disease incidence among injection drug users (IDUs) in the U.S. In August, 2009, Mexico enacted a controversial law decriminalizing possession of personal-sized quantities of drugs including heroin, cocaine, methamphetamine and cannabis. The sister-cities of San Diego, CA, USA and Tijuana, BC, Mexico share the world's busiest land border crossing and are home to nearly 4 million residents. Through research collaborations with the University of California, San Diego and partners in Tijuana, we found: i) increasing drug use and HIV prevalence in Tijuana; ii) dramatically higher prevalence of hepatitis C virus (HCV) and M. tuberculosis (Mtb) infections among IDUs in Tijuana versus San Diego; and, iii) injecting in Mexico reported by 21% of IDUs in San Diego. ""Drug tourism"" to Mexico among San Diegan IDUs may be an unintended consequence of Mexico's relaxed drug laws and could increase their risk for HCV, Mtb and HIV infections. This epidemiologic study aims to: 1) identify sociodemographic, behavioral, and health status differences between IDUs in San Diego who do and do not inject in Mexico; 2) describe changes in San Diegan IDUs' knowledge, attitudes, and experiences related to Mexican drug policies and assess their influences on decisions about injecting in Mexico; and 3) determine whether San Diegan IDUs who inject in Mexico are at increased risk for incident HCV and Mtb infection and identify risk factors for infection. To achieve these aims, we will use a mixed-methods design involving quantitative and qualitative data collection. Quantitative methods include recruiting a cohort of 750 IDUs in San Diego via respondent driven sampling for semi-annual behavioral assessments and serologic testing for HIV, HCV, and Mtb infections over 24 months of follow-up. HIV and HCV antibody testing will be performed on serum using standard practices; Mtb infection will be detected by QuantiFERON TB-Gold assay. Qualitative methods involve selecting 20 participants after each assessment visit (total=100) for in-depth interviews that will be used to: i) explore novel findings that emerge in preliminary analysis of the quantitative data; ii) identify new areas of inquiry for addition to the quantitative assessments; and iii) assess the validity of quantitative findings by presenting them for interpretation to study participants in qualitative interviews. The iterative process of using qualitative and quantitative data to inform methods and interpret findings of each approach facilitates a comprehensive understanding of the conceptual model describing how Mexico's new law will impact the behaviors and health outcomes of IDUs in San Diego. This study meets NIDA priorities supporting epidemiologic research on HIV/AIDS co-morbidities including HCV and tuberculosis, and the prevention of HIV among vulnerable populations. This study exploits a rare natural experiment to evaluate the impact of opposing drug policies on interconnected, bordering communities, and will provide important insights for future policies.      "
5 R01 DA031189-02,"   DESCRIPTION (provided by applicant): The goal of this project is to contribute to the prevention of three interrelated, harmful and costly behaviors that peak in early adulthood: drug abuse, HIV/AIDS-related sexual risk behaviors and intimate partner violence (IPV). The project builds on the 20-year multisite prospective Longitudinal Studies of Child Abuse and Neglect (LONGSCAN). LONGSCAN includes structured interviews with high-risk youth and their primary caregivers every two years from age 4 through 18 and regular review of Child Protective Services records with detailed coding of child and adolescent maltreatment (CM). The proposed study aims to add a wave of data collection when participants are between 22 and 25 years old. The specific aims are to: 1) examine the impact of CM and related risk factors on age of drug use onset, trajectories of use, and Substance Use Disorders (SUD); 2) test the independent and combined effects of CM, related risk factors, and drug use on HIV/AIDS-related sexual risk behavior and IPV; 3) test the independent and combined effects of CM, drug use, related risk factors, and mutable protective factors on early adult resilience across multiple domains; and 4) test innovative models of the long-term patterns of neglectful parenting and their impact on drug outcomes, sexual risk behavior and IPV. Neglect is by far the most prevalent form of CM and the most strongly associated with parental drug abuse of any CM type, yet also the most understudied regarding its long-term course and effects on drug use. Predictive models will include tests of potential moderation by three risk factors (violence exposure, maternal depression, and parental, family, and peer drug use) and three protective factors (maternal emotional support, positive father involvement, and caregiver stability). Hypotheses for each aim will be tested using general growth mixture models, structural equation models, latent class models, and tests of model invariance. By analyzing rich multi-informant data across 14 years of childhood and adolescence to predict the development of early adult SUD, sexual risk behavior, IPV, and resilience in a high-risk sample, the proposed project will substantially enhance the empirical foundation for the development of prevention, services, and policies targeting drug abuse and related health risk behaviors. This project will increase our knowledge of the development of three major public health problems following CM: drug abuse, sexual risk behavior, and IPV. By assessing maltreated and high-risk youth who have been followed since age four as they transition to adulthood, this study will identify key risk and protective factors, and the ages at which they are most influential. Results will inform prevention, treatment and policy.      "
5 R01 DA031785-03,"   DESCRIPTION (provided by applicant):  Substance use disorders among criminal offenders present a unique challenge to criminal justice and public health systems. These systems must balance punishment and rehabilitation while simultaneously dealing with addiction - a chronic, cyclical, and multidimensional disease that is pervasive among criminal offenders and requires long-term monitoring and extended care protocols (McLellan et al., 2000; Scott et al., 2003). Women offenders, approximately 70% of whom have substance dependence or abuse issues (BJS, 2002), are of particular concern from economic, clinical, and criminal justice perspectives as they represent the fastest growing subgroup in local jails (BJS, 2003). Women offenders are also more likely to have co-occurring mental health problems that further complicate their rehabilitation and recovery process upon reentering society (CASA, 2010). Moreover, the social and economic implications of addiction and criminality extend to the children of women offenders.  The need to address substance use within the women offender population has generated interest in Recovery Management Checkups (RMCs), an evidence-based approach to promoting long-term recovery that provides clients with periodic monitoring, feedback, and linkage with treatment as needed. The Recovery Management Checkups for Women Offenders (RMC-WO) intervention is currently testing the long-term effectiveness of the RMC model with a group of women offenders coming out of jail. These interventions are designed to reduce substance use, HIV-risk behaviors, and criminal recidivism. Very little economic research has been conducted on community re-entry and long term monitoring models for women offenders that have the potential to improve long-term outcomes and lower total costs to society. In response to the pressing need for economic evaluations of RMCs, the proposed research project will estimate the costs, cost effectiveness, and net benefits of RMC-WO relative to a control condition. The specific aims of this research are as follows:  1. Estimate the economic cost (total and per client) of the RMC-WO intervention.  2. Estimate the cost effectiveness of RMC-WO relative to the control group over the three-year follow-up  period for core outcomes (substance use, HIV risk behaviors, illegal activity) and ancillary outcomes  (treatment engagement and treatment retention).  3. Obtain or derive appropriate monetary conversion factors and estimate the economic benefits of RMC-  WO relative to the control group over the three-year follow-up period to form benefit-cost ratios and net  benefit estimates.  Successfully fulfilling these aims will not only advance scientific knowledge of the overall impact of addiction interventions for women offenders but also improve clinical practice by increasing our understanding of the financial considerations of implementing RMC-WO on a broader scale.       "
5 R01 DA031816-03,"   DESCRIPTION (provided by applicant): With over 15 million past month users, marijuana is the most widely used illicit substance in the United States. This is concerning because marijuana use is associated with multiple outcomes such as accidents, aggression, risky sex that leads to HIV and school dropout. However, marijuana may also have some therapeutic effects and fourteen states have legalized medical marijuana. Colorado now has an estimated 100,000 medical marijuana patients, and this widespread use raises concerns about marijuana abuse, diversion and other consequences of use. Unfortunately, there are few data describing the impact of medical marijuana legalization. The Specific Aims and hypotheses of this proposed 5-year R01 study are: 1. During Phase I we will determine how the evolving medical marijuana industry operates from the perspective of consumers, MMC owners and prescribing physicians, as well as ascertain the views of drug treatment and health care providers concerning how medical marijuana impacts their responsibilities. As this Phase is designed to gather information to inform Phase III, there are no hypotheses. 2. In Phase II we will conduct an ongoing assessment of the epidemiology of medical marijuana, including change in the number of consumers and MMCs and consumers' and physicians' reasons for medical marijuana. Hypothesis 2: The increase in medical marijuana availability will lead to an increase in the prevalence of marijuana use and marijuana-related problems. 3. In Phase III we will assess the prevalence of marijuana abuse and dependence, diversion, other drug use, general health and health care utilization among medical and non-medical marijuana users. Hypothesis 3a: At baseline, there will be fewer medical marijuana users with cannabis dependence and they will have lower rates of other drug use and health problems than non-medical marijuana users. Hypothesis 3b: Over time, increase in rates of cannabis dependence, other drug use and health problems will be greater for medical marijuana users than non-medical marijuana users. Hypothesis 3c: Among medical marijuana users, there will be an increase in the diversion of medical marijuana over time. 4. Also in Phase III we will assess HIV-related sex risk behaviors among medical and non-medical marijuana users. Hypothesis 4a: At baseline, fewer medical marijuana users will report HIV sex-related risk behaviors than non-medical marijuana users. Hypothesis 4b: Over time, medical marijuana users will increase their engagement in HIV related sex-related risk behaviors more than non-medical marijuana users.      "
5 R01 DA032639-02,"    DESCRIPTION (provided by applicant): Unlike traditional studies of drug use which have focused either on individuals or communities, our study examines how focus on micro geographic drug hot spots adds to our understanding of drug use and related health problems. The specific aims of the project are: 1) to compare health outcomes (including mental and physical health, drug use, HIV and STI risk) and antisocial behavior of residents who live in drug hot spots to residents in predatory crime hot spots and non-hot spot places; 2) to identify developmental patterns of health outcomes and anti-social behavior of individuals, and the relationship of those patterns to social and ecological changes in characteristics of places; 3) to measure how social and ecological characteristics of places are related to drug hot spots as compared with the comparison conditions; and 4) to identify (and compare) predictors of developmental trends in health outcomes, drug use and other anti-social behaviors over time in the three study samples. This study would provide significant new knowledge about the causes of drug use and its relationship to health outcomes, including mental and physical health and HIV and STI risk. Such knowledge would lay the foundation for the development of new and innovative intervention strategies that recognize the importance of micro geographic mechanisms in the production of drug use, and related anti- social behavior and health problems.  In order to address these issues, a prospective longitudinal study of 450 street segments in Baltimore City, Maryland over a five year period is proposed. The sampling approach involves the selection of 150 ""drug hotspots"" as characterized by official data from the Baltimore City Police Department (BPD), and comparison samples of 150 ""predatory crime hot spots"" and 150 ""non-hot spot"" street segments. These street segments would be drawn randomly from eligible units in the city, and will be selected so as to minimize possible spatial contamination. Four types of data collection will be used to address the research goals of the study: 1) an innovative panel survey (with replacement) conducted three times over a five year period at the street segment level, comprising 4,500 completed surveys per wave; 2) physical observations of characteristics of the street segments conducted simultaneously with the surveys; 3) a qualitative study of a sample of 50 street segments from each of the three study groups; and 4) archival data on characteristics of street segments. Analytic methods in the study include descriptive comparisons of the three groups, hierarchical linear models, longitudinal regression designs, and trajectory analysis.        "
5 R01 DA032678-03,"   DESCRIPTION (provided by applicant): State laws that allow medical marijuana use, including the Michigan Medical Marihuana Program (MMMP), create policy tension due to a paucity of scientific data about factors that influence: marijuana use patterns, abuse potential, decisions to seek/renew medical certification, impact of marijuana use on HIV risk behaviors, and health outcomes. This proposal will address these knowledge gaps by studying marijuana-using persons living with HIV/AIDS (PLWHAs) in Michigan's largest HIV primary care clinic (Detroit, 1700 patients) with a prospective mixed-method approach, as described in these Specific Aims: Aim 1. In 120 marijuana-using PLWHAs (certified medical users, non-certified therapeutic users, and recreational users; 40/group), we will (A) use behavioral economic simulations to evaluate marijuana demand sensitivity to experimental manipulation of unit price and income; and (B) determine whether marijuana price elasticity, cross-price elasticity with other drugs/therapies, and income elasticity differ across marijuana user groups. Aim 2. In a subset of 36 marijuana-using PLWHAs (certified medical, non-certified therapeutic, and recreational users; 12/group from Aim 1), conduct a laboratory-based, double blind, placebo-controlled, marijuana smoking evaluation (cumulative 0, 4, 8 and 12 puffs from 3.5% delta 9-THC cigarettes). We will (A) determine whether marijuana dose-effect profiles for symptom relief and abuse liability differ between marijuana-using groups; (B) compare smoked marijuana demand across groups; and (C) compare intensity of experimental (""gold standard"") and naturalistic smoking effects. Aim 3. In the same 120 marijuana-using PLWHAs as Aim 1, use chart review, urinalysis, and interviews to measure prospectively at baseline, and at quarterly intervals for one year, clinical factors that are hypothesized to influence marijuana use and medical certification: socioeconomic changes, physical and mental health, substance use, criminal justice involvement, acute care utilization, HIV risk-transmission behaviors, and reasons for marijuana use. We will use clinical data alone and combined with simulated marijuana demand (Aim 1) and smoked marijuana responses (Aim 2) to predict longitudinal patterns of marijuana and alternative therapy use. Aim 4. Determine whether prevalence of certified medical marijuana use, non-certified therapeutic use, and recreational use in the 120-patient prospective sample generalizes to the entire HIV clinic. We will survey a random sample of 300 PLWHAs to (A) determine whether marijuana use patterns are representative within this large urban clinic located in the area with disproportionally high HIV prevalence, and (B) compare characteristics of this sample to prior cross-sectional survey data. At the conclusion of this project, we anticipate that (1) these data will reveal distinct patterns within this population; (2) we will have achieved a more sophisticated understanding of medical marijuana use, and (3) we will be able to predict which subsets of HIV patients are likely to benefit or be harmed. These findings will be disseminated to patients, providers and society to promote public health and informed policy debate.      "
5 R01 DA033862-02,"    DESCRIPTION (provided by applicant): The overarching goal of this time-sensitive application is to measure the effectiveness of the new abuse deterrent formulation (ADF) for OxyContin(R) in decreasing abuse of OxyContin(R). Prescription opioid abuse is a major public health concern and has plagued the rural United States in particular. The Office of National Drug Control Policy (ONDCP) and the FDA have strongly encouraged the pharmaceutical industry to develop formulations that protect against abuse; however, apart from clinical trials among pain patients demonstrating efficacy of the drug for treating pain, there have been no epidemiologic studies to date that have examined whether ADFs are actually effective in reducing abuse of any drug. A longitudinal epidemiologic study of prescription opioid abuse is currently in the latter phase of follow-up in rural Kentucky (R01-DA024598) in which 94.8% of participants abused OxyContin(R) in their lifetime, and 81% abused the drug in the 6-months prior to the formulation change. Given this high prevalence of OxyContin(R) abuse before the formulation change, this study sample is ideal for detecting changes in signals of abuse with the new ADF for OxyContin(R). The specific aims include: 1) evaluation of the effectiveness of the ADF for OxyContin(R) in reducing abuse via oral, intranasal and injection routes; 2) determining whether opioid users transitioned to abuse of other prescription opioids once the non-ADF version was no longer available on the street; and 3) examination of changes in prevalence and incidence of HIV and hepatitis C (HCV) as a result of changes in route of administration after the old formulation was no longer available. This time-sensitive study is highly significant given the paucity of epidemiologic data related to the effectiveness of ADFs in reducing abuse of prescription opioids. Further, this study is uniquely positioned to measure the effectiveness of the ADF for OxyContin(R) expeditiously and without the potential bias that would result if abuse were assessed retrospectively. Given the importance that the ONDCP and the FDA have placed on further development of ADFs for prescription opioids, the results from this study have vast implications for public policy in addition to public health. This highly relevant study will evaluae the effectiveness of a model ADF across multiple public health domains, including changes in this product's abuse and misuse via the oral, intranasal and injection routes of administration. The results from this study, in turn, will have vast implications for not only public health, but aso policies surrounding development of ADFs in order to prevent abuse of prescription opioids.        "
5 R01 HD057614-05,"   DESCRIPTION (provided by applicant): In resource poor regions of the world where HIV is endemic, especially countries in sub-Saharan Africa, nutrition plays a critical role in HIV disease. Nutrition affects the health of HIV-infected women and children, and may influence the risk of mother to infant transmission of HIV through breast milk. Nutrition influences the risk of tuberculosis (TB) and TB disease severity. Existing research has focused on the role of micronutrients in HIV disease outcomes but has not addressed the role of protein calorie supplementation (PCS) in subpopulations of patients with HIV disease at high risk, specifically; HIV-infected women who are either breast feeding or have active TB. Our hypotheses are that administration of a culturally acceptable PCS is a practical, sustainable and effective strategy to: 1) decrease HIV viral load in plasma and breast milk of breast feeding women, enhance passively transferred immune mediators in breast milk, and improve HIV outcomes in women and their breast-fed infants and, 2) decrease HIV viral load, enhance TB-specific T cell immunity, and improve outcomes in women with HIV and active TB. Our two specific aims are to show that these strategies are effective in randomized clinical trials. Drawing on the 8 year DarDar collaboration between Dartmouth and Muhimbili University of Health and Allied Sciences in Tanzania we will conduct 3 nutritional studies among HIV-infected women in Dar es Salaam. Study A will enroll 160 HIV+ and HIV- women who are either  breast feeding (BF) or have active TB to conduct dietary interviews and focus groups to quantitate existing  nutritional deficiencies and to define a culturally acceptable PCS. Studies B (118 HIV+ and 60 HIV- women who are breastfeeding) and C (118 HIV+ and 60 HIV- women with active TB) are randomized controlled trials which will compare the effects of 6 months of PCS + micronutrient supplement (MNS) vs. MNS alone on overall disease outcomes as well as specific surrogate markers of HIV disease, specific immune factors in breast milk and specific T cell responses against TB. Findings from these studies are expected to have a major impact on policies for nutritionally vulnerable HIV subpopulations.          "
