YEAR,PROJECT_NUMBER_BASE,APPLICATION_ID,ACTIVITY_CODE,MECHANISM,PROJECT_TITLE,INVESTIGATOR,CONG_DISTRICT,LOCATION,INSTITUTION,PROJECT_TYPE,TOTAL_SIC_DOLLARS,TOTAL_SPC_DOLLARS,TOTAL_INTERNATIONAL_DOLLARS,OBLIGATED_DOLLARS,AIDS_DOLLARS,AIDS_PERCENT,AWARD_COUNT,PROJECT_COUNT,APPL_ID,I2_PROJECT_NUM,I2_SUBPROJECT_ID,FUT_YRS,PROJECT_PERIOD_START_DATE,PROJECT_PERIOD_END_DATE,APPL_PERIOD_START_DATE,APPL_PERIOD_END_DATE,EXPIRE_FY,SUB_PROJECT_FLAG,PROJECT_FLAG,I2_TOTAL_OBLIGATION,STUDY_SECTION,PERCENTILE,PRIORITY_SCORE
2013,5 R01 AI097012-02                       ,8383477,R01                                     ,RPGA                                    ,Mode of action of a new Tat HIV-1 inhibitor                                                                                                                                                                                                                    ,"Valente,Susana T                                                                                                                                                                                                                                               ",FL18                                                                                                                                                                                                                                                           ,JUPITER                                                                                                                                                                                                                                                        ,SCRIPPS FLORIDA                                                                                                                                                                                                                                                ,Project Type 5                                                                                                                                                                                                                                                 ,,599646,,599646,599646,,,1,8383477,5 R01 AI097012-02          ,    ,3,2011-12-01 00:00:00.000000000,2016-11-30 00:00:00.000000000,2012-12-01 00:00:00.000000000,2013-11-30 00:00:00.000000000,2017,0,1,599646,ADDT,7,20
2013,5 R01 CA080320-14                       ,8383481,R01                                     ,RPGA                                    ,Myc Oncogene Mutations and Polymorphisms in Cancer                                                                                                                                                                                                             ,"COLE,MICHAEL David                                                                                                                                                                                                                                             ",NH02                                                                                                                                                                                                                                                           ,HANOVER                                                                                                                                                                                                                                                        ,DARTMOUTH COLLEGE                                                                                                                                                                                                                                              ,Project Type 5                                                                                                                                                                                                                                                 ,79142,79142,,316569,79142,,,1,8383481,5 R01 CA080320-14          ,    ,1,1999-01-01 00:00:00.000000000,2014-11-30 00:00:00.000000000,2012-12-01 00:00:00.000000000,2013-11-30 00:00:00.000000000,2015,0,1,316569,CAMP,5,20
2013,5 R01 CA096735-11                       ,8384785,R01                                     ,RPGA                                    ,t(8;21) and SON in Blood Cell Proliferation and Differentiation                                                                                                                                                                                                ,"ZHANG,DONG-ER                                                                                                                                                                                                                                                  ",CA52                                                                                                                                                                                                                                                           ,LA JOLLA                                                                                                                                                                                                                                                       ,UNIVERSITY OF CALIFORNIA SAN DIEGO                                                                                                                                                                                                                             ,Project Type 5                                                                                                                                                                                                                                                 ,,33706,,337057,33706,,,1,8384785,5 R01 CA096735-11          ,    ,0,2002-07-01 00:00:00.000000000,2014-11-30 00:00:00.000000000,2012-12-05 00:00:00.000000000,2014-11-30 00:00:00.000000000,2014,0,1,337057,MONC,1.6,117
2013,5 R01 AI065361-07                       ,8384832,R01                                     ,RPGA                                    ,Vpu inhibits NK cell function through down regulation of NTB-A                                                                                                                                                                                                 ,"BARKER,EDWARD                                                                                                                                                                                                                                                  ",IL07                                                                                                                                                                                                                                                           ,CHICAGO                                                                                                                                                                                                                                                        ,RUSH UNIVERSITY MEDICAL CENTER                                                                                                                                                                                                                                 ,Project Type 5                                                                                                                                                                                                                                                 ,,366893,,366893,366893,,,1,8384832,5 R01 AI065361-07          ,    ,3,2005-04-01 00:00:00.000000000,2016-11-30 00:00:00.000000000,2012-12-01 00:00:00.000000000,2013-11-30 00:00:00.000000000,2017,0,1,366893,AIP ,2,12
2013,5 R01 AI097059-02                       ,8384835,R01                                     ,RPGA                                    ,Macrophages in the pathogenesis of AIDS                                                                                                                                                                                                                        ,"KURODA,MARCELO J                                                                                                                                                                                                                                               ",LA01                                                                                                                                                                                                                                                           ,NEW ORLEANS                                                                                                                                                                                                                                                    ,TULANE UNIVERSITY OF LOUISIANA                                                                                                                                                                                                                                 ,Project Type 5                                                                                                                                                                                                                                                 ,,779237,,779237,779237,,,1,8384835,5 R01 AI097059-02          ,    ,3,2011-12-01 00:00:00.000000000,2016-11-30 00:00:00.000000000,2012-12-01 00:00:00.000000000,2013-11-30 00:00:00.000000000,2017,0,1,779237,ZRG1,8,20
2013,5 R01 AI077414-05                       ,8384864,R01                                     ,RPGA                                    ,Define the role of dendritic cells in HTLV-1 associated neuroinflammatory disease                                                                                                                                                                              ,"Jain,Pooja                                                                                                                                                                                                                                                     ",PA02                                                                                                                                                                                                                                                           ,PHILADELPHIA                                                                                                                                                                                                                                                   ,DREXEL UNIVERSITY                                                                                                                                                                                                                                              ,Project Type 5                                                                                                                                                                                                                                                 ,,347696,,347696,347696,,,1,8384864,5 R01 AI077414-05          ,    ,0,2008-12-15 00:00:00.000000000,2014-11-30 00:00:00.000000000,2012-12-01 00:00:00.000000000,2014-11-30 00:00:00.000000000,2014,0,1,347696,NAED,0.5,110
2013,5 R01 AI031478-21                       ,8384875,R01                                     ,RPGA                                    ,Mechanisms of mosquito midgut invasion by Plasmodium ookinetes                                                                                                                                                                                                 ,"JACOBS-LORENA,MARCELO                                                                                                                                                                                                                                          ",MD03                                                                                                                                                                                                                                                           ,BALTIMORE                                                                                                                                                                                                                                                      ,JOHNS HOPKINS UNIVERSITY                                                                                                                                                                                                                                       ,Project Type 5                                                                                                                                                                                                                                                 ,,377731,,377731,377731,,,1,8384875,5 R01 AI031478-21          ,    ,0,1991-08-01 00:00:00.000000000,2013-11-30 00:00:00.000000000,2012-12-01 00:00:00.000000000,2013-11-30 00:00:00.000000000,2014,0,1,377731,VB  ,2.2,115
2013,5 K24 MH093225-03                       ,8384880,K24                                     ,RSOA                                    ,Positive Affect Regulation for HIV Prevention in People with Mood Disorders                                                                                                                                                                                    ,"MOSKOWITZ,JUDITH T.                                                                                                                                                                                                                                            ",CA12                                                                                                                                                                                                                                                           ,SAN FRANCISCO                                                                                                                                                                                                                                                  ,UNIVERSITY OF CALIFORNIA SAN FRANCISCO                                                                                                                                                                                                                         ,Project Type 5                                                                                                                                                                                                                                                 ,85476,142460,,142460,142460,,,1,8384880,5 K24 MH093225-03          ,    ,2,2010-12-02 00:00:00.000000000,2015-11-30 00:00:00.000000000,2012-12-01 00:00:00.000000000,2013-11-30 00:00:00.000000000,2016,0,1,142460,BSCH,,17
2013,5 R01 AI050732-10                       ,8384882,R01                                     ,RPGA                                    ,CD4 T Cells in Tuberculosis                                                                                                                                                                                                                                    ,"Flynn,JoAnne L.                                                                                                                                                                                                                                                ",PA14                                                                                                                                                                                                                                                           ,PITTSBURGH                                                                                                                                                                                                                                                     ,UNIVERSITY OF PITTSBURGH AT PITTSBURGH                                                                                                                                                                                                                         ,Project Type 5                                                                                                                                                                                                                                                 ,,458364,,458364,458364,,,1,8384882,5 R01 AI050732-10          ,    ,0,2002-04-01 00:00:00.000000000,2014-11-30 00:00:00.000000000,2012-12-01 00:00:00.000000000,2014-11-30 00:00:00.000000000,2014,0,1,458364,ZRG1,1.1,118
2013,5 R01 AI093319-03                       ,8384889,R01                                     ,RPGA                                    ,Antifibrotic Therapy to Improve Immune reconstitution in HIV                                                                                                                                                                                                   ,"Schacker,Timothy W                                                                                                                                                                                                                                             ",MN05                                                                                                                                                                                                                                                           ,MINNEAPOLIS                                                                                                                                                                                                                                                    ,UNIVERSITY OF MINNESOTA TWIN CITIES                                                                                                                                                                                                                            ,Project Type 5                                                                                                                                                                                                                                                 ,,676037,,676037,676037,,,1,8384889,5 R01 AI093319-03          ,    ,1,2010-12-03 00:00:00.000000000,2014-11-30 00:00:00.000000000,2012-12-01 00:00:00.000000000,2013-11-30 00:00:00.000000000,2015,0,1,676037,ADDT,3,18
2013,5 R01 DE021291-03                       ,8385487,R01                                     ,RPGA                                    ,Efficacy of Oral CMV/SIV Vectors                                                                                                                                                                                                                               ,"Picker,Louis J.                                                                                                                                                                                                                                                ",OR03                                                                                                                                                                                                                                                           ,PORTLAND                                                                                                                                                                                                                                                       ,OREGON HEALTH AND SCIENCE UNIVERSITY                                                                                                                                                                                                                           ,Project Type 5                                                                                                                                                                                                                                                 ,,751072,,751072,751072,,,1,8385487,5 R01 DE021291-03          ,    ,2,2010-12-01 00:00:00.000000000,2015-11-30 00:00:00.000000000,2012-12-01 00:00:00.000000000,2013-11-30 00:00:00.000000000,2016,0,1,751072,ZDE1,,30
2013,5 R01 AI093981-02                       ,8385519,R01                                     ,RPGA                                    ,"Novel Mucosa-homing Dendritic Cell: Development, Trafficking and Function                                                                                                                                                                                      ","BUTCHER,EUGENE C                                                                                                                                                                                                                                               ",CA18                                                                                                                                                                                                                                                           ,PALO ALTO                                                                                                                                                                                                                                                      ,"PALO ALTO INSTITUTE FOR RES & EDU, INC.                                                                                                                                                                                                                        ",Project Type 5                                                                                                                                                                                                                                                 ,,326650,,326650,326650,,,1,8385519,5 R01 AI093981-02          ,    ,3,2011-12-01 00:00:00.000000000,2016-11-30 00:00:00.000000000,2012-12-01 00:00:00.000000000,2013-11-30 00:00:00.000000000,2017,0,1,326650,III ,8,18
2013,5 R01 AI085073-04                       ,8385550,R01                                     ,RPGA                                    ,Causal inference in infectious disease prevention studies                                                                                                                                                                                                      ,"Hudgens,Michael G                                                                                                                                                                                                                                              ",NC04                                                                                                                                                                                                                                                           ,CHAPEL HILL                                                                                                                                                                                                                                                    ,UNIVERSITY OF NORTH CAROLINA CHAPEL HILL                                                                                                                                                                                                                       ,Project Type 5                                                                                                                                                                                                                                                 ,,297615,,297615,297615,,,1,8385550,5 R01 AI085073-04          ,    ,0,2009-12-01 00:00:00.000000000,2014-11-30 00:00:00.000000000,2012-12-01 00:00:00.000000000,2014-11-30 00:00:00.000000000,2014,0,1,297615,BMRD,3,16
2013,5 R01 AI048090-12                       ,8386558,R01                                     ,RPGA                                    ,Recognition of Mtb-infected cells by CD8+ T lymphocytes                                                                                                                                                                                                        ,"LEWINSOHN,DAVID M.                                                                                                                                                                                                                                             ",OR03                                                                                                                                                                                                                                                           ,PORTLAND                                                                                                                                                                                                                                                       ,OREGON HEALTH AND SCIENCE UNIVERSITY                                                                                                                                                                                                                           ,Project Type 5                                                                                                                                                                                                                                                 ,,207270,,207270,207270,,,1,8386558,5 R01 AI048090-12          ,    ,3,2000-09-01 00:00:00.000000000,2016-12-31 00:00:00.000000000,2013-01-01 00:00:00.000000000,2013-12-31 00:00:00.000000000,2017,0,1,207270,IHD ,2,12
2013,5 R01 CA035299-30                       ,8386625,R01                                     ,RPGA                                    ,Signal Transduction in T Lymphocyte Activation                                                                                                                                                                                                                 ,"Altman,Amnon                                                                                                                                                                                                                                                   ",CA52                                                                                                                                                                                                                                                           ,LA JOLLA                                                                                                                                                                                                                                                       ,LA JOLLA INST FOR ALLERGY & IMMUNOLGY                                                                                                                                                                                                                          ,Project Type 5                                                                                                                                                                                                                                                 ,71941,143881,,287761,143881,,,1,8386625,5 R01 CA035299-30          ,    ,0,1991-05-01 00:00:00.000000000,2014-11-30 00:00:00.000000000,2012-12-01 00:00:00.000000000,2014-11-30 00:00:00.000000000,2014,0,1,287761,CMIA,9.8,128
2013,2 R01 EY005093-29                       ,8386630,R01                                     ,RPGC                                    ,Mechanisms of Herpetic Keratitis                                                                                                                                                                                                                               ,"Rouse,Barry T.                                                                                                                                                                                                                                                 ",TN02                                                                                                                                                                                                                                                           ,KNOXVILLE                                                                                                                                                                                                                                                      ,UNIVERSITY OF TENNESSEE KNOXVILLE                                                                                                                                                                                                                              ,Project Type 2                                                                                                                                                                                                                                                 ,624845,469808,,469808,469808,,,1,8386630,2 R01 EY005093-29A1        ,    ,3,1984-09-30 00:00:00.000000000,2016-12-31 00:00:00.000000000,2013-01-01 00:00:00.000000000,2013-12-31 00:00:00.000000000,2017,0,1,469808,DPVS,18,29
2013,5 R01 CA052004-24                       ,8386636,R01                                     ,RPGA                                    ,Control of Gammaherpesvirus Replication                                                                                                                                                                                                                        ,"SPECK,SAMUEL H                                                                                                                                                                                                                                                 ",GA05                                                                                                                                                                                                                                                           ,ATLANTA                                                                                                                                                                                                                                                        ,EMORY UNIVERSITY                                                                                                                                                                                                                                               ,Project Type 5                                                                                                                                                                                                                                                 ,175150,87575,,291916,87575,,,1,8386636,5 R01 CA052004-24          ,    ,0,1990-04-18 00:00:00.000000000,2014-11-30 00:00:00.000000000,2012-12-01 00:00:00.000000000,2014-11-30 00:00:00.000000000,2014,0,1,291916,ZRG1,0.2,110
2013,5 R01 DA012815-14                       ,8386645,R01                                     ,RPGA                                    ,"Drug Abuse, Sustance P and HIV                                                                                                                                                                                                                                 ","HO,WENZHE                                                                                                                                                                                                                                                      ",PA02                                                                                                                                                                                                                                                           ,PHILADELPHIA                                                                                                                                                                                                                                                   ,TEMPLE UNIVERSITY                                                                                                                                                                                                                                              ,Project Type 5                                                                                                                                                                                                                                                 ,,318832,,318832,318832,,,1,8386645,5 R01 DA012815-14          ,    ,0,2000-02-01 00:00:00.000000000,2014-11-30 00:00:00.000000000,2012-12-01 00:00:00.000000000,2014-11-30 00:00:00.000000000,2014,0,1,318832,ZRG1,3.8,127
2013,5 R01 CA138811-04                       ,8386652,R01                                     ,RPGA                                    ,EBV BART miRNAs:  Identification of Targets and Characterization of the Effects o                                                                                                                                                                              ,"RAAB-TRAUB,NANCY Joan                                                                                                                                                                                                                                          ",NC04                                                                                                                                                                                                                                                           ,CHAPEL HILL                                                                                                                                                                                                                                                    ,UNIVERSITY OF NORTH CAROLINA CHAPEL HILL                                                                                                                                                                                                                       ,Project Type 5                                                                                                                                                                                                                                                 ,139398,139398,,278795,139398,,,1,8386652,5 R01 CA138811-04          ,    ,1,2009-12-01 00:00:00.000000000,2014-11-30 00:00:00.000000000,2012-12-01 00:00:00.000000000,2013-11-30 00:00:00.000000000,2015,0,1,278795,VIRA,8,33
2013,5 R01 MH093271-03                       ,8386891,R01                                     ,RPGA                                    ,Regulation of HIV-1 by Rad51 in CNS cells                                                                                                                                                                                                                      ,"Khalili,Kamel                                                                                                                                                                                                                                                  ",PA02                                                                                                                                                                                                                                                           ,PHILADELPHIA                                                                                                                                                                                                                                                   ,TEMPLE UNIVERSITY                                                                                                                                                                                                                                              ,Project Type 5                                                                                                                                                                                                                                                 ,,367200,,367200,367200,,,1,8386891,5 R01 MH093271-03          ,    ,2,2010-12-01 00:00:00.000000000,2015-11-30 00:00:00.000000000,2012-12-01 00:00:00.000000000,2013-11-30 00:00:00.000000000,2016,0,1,367200,NAED,6,19
2013,5 R01 AI050468-10                       ,8386911,R01                                     ,RPGA                                    ,Cytomegalovirus virulence in immunodeficient hosts                                                                                                                                                                                                             ,"Liu,Fenyong                                                                                                                                                                                                                                                    ",CA13                                                                                                                                                                                                                                                           ,BERKELEY                                                                                                                                                                                                                                                       ,UNIVERSITY OF CALIFORNIA BERKELEY                                                                                                                                                                                                                              ,Project Type 5                                                                                                                                                                                                                                                 ,353547,353547,,353547,353547,,,1,8386911,5 R01 AI050468-10          ,    ,0,2001-07-01 00:00:00.000000000,2014-11-30 00:00:00.000000000,2012-12-01 00:00:00.000000000,2014-11-30 00:00:00.000000000,2014,0,1,353547,AOIC,7.2,121
2013,5 R01 AI076498-04                       ,8386919,R01                                     ,RPGA                                    ,Protective immunity induced by P. yoelii genetically attenuated vaccines                                                                                                                                                                                       ,"WANG,RUOBING                                                                                                                                                                                                                                                   ",WA07                                                                                                                                                                                                                                                           ,SEATTLE                                                                                                                                                                                                                                                        ,SEATTLE BIOMEDICAL RESEARCH INSTITUTE                                                                                                                                                                                                                          ,Project Type 5                                                                                                                                                                                                                                                 ,457157,457157,,457157,457157,,,1,8386919,5 R01 AI076498-04          ,    ,0,2009-12-15 00:00:00.000000000,2014-02-28 00:00:00.000000000,2012-12-01 00:00:00.000000000,2014-02-28 00:00:00.000000000,2014,0,1,457157,VMD ,3,14
2013,5 R01 AI047798-13                       ,8386940,R01                                     ,RPGA                                    ,PLASMEPSIN V FUNCTION IN MALARIA PARASITES                                                                                                                                                                                                                     ,"Goldberg,Daniel E                                                                                                                                                                                                                                              ",MO01                                                                                                                                                                                                                                                           ,SAINT LOUIS                                                                                                                                                                                                                                                    ,WASHINGTON UNIVERSITY                                                                                                                                                                                                                                          ,Project Type 5                                                                                                                                                                                                                                                 ,,148050,,148050,148050,,,1,8386940,5 R01 AI047798-13          ,    ,2,2000-07-01 00:00:00.000000000,2015-11-30 00:00:00.000000000,2012-12-01 00:00:00.000000000,2013-11-30 00:00:00.000000000,2016,0,1,148050,ZRG1,3,16
2013,5 R01 MH086329-04                       ,8388801,R01                                     ,RPGA                                    ,A Parenting Intervention for HIV+ Moms: The IMAGE program                                                                                                                                                                                                      ,"MURPHY,DEBRA A.                                                                                                                                                                                                                                                ",CA33                                                                                                                                                                                                                                                           ,LOS ANGELES                                                                                                                                                                                                                                                    ,UNIVERSITY OF CALIFORNIA LOS ANGELES                                                                                                                                                                                                                           ,Project Type 5                                                                                                                                                                                                                                                 ,261720,142239,,142239,142239,,,1,8388801,5 R01 MH086329-04          ,    ,0,2010-04-01 00:00:00.000000000,2014-12-31 00:00:00.000000000,2013-01-01 00:00:00.000000000,2014-12-31 00:00:00.000000000,2014,0,1,142239,BSCH,11,26
