FY,APPL_ID,"PROJECT_NUM","ABSTRACT_TEXT","SP_CODE"
2013,8424265,"5 K23 DA031612-02","DESCRIPTION (provided by applicant): The Mentored K23 Clinical Scientist Development Award from the National Institute on Drug Abuse (NIDA) will train me as an independent investigator of theory-based motivational approaches to women with the co-morbid, cyclically-related conditions of Substance Use Disorder (SUD), HIV and/or Hepatitis C (HCV), and trauma histories. I bring a unique perspective as an internist caring for underserved women in combination with my research in theory-based motivation applied to HCV services utilization and intimate partner violence (IPV) safety behaviors. I am interested in the underlying motivation impacting health services utilization of women in criminal justice settings from both the clinical and public health perspectives. I will be examining this motivation in the Drug Treatment Court setting. Self Determination Theory (SDT) is the empiric motivational model informing my research. This research will require increased expertise in health services, research design, quantitative assessment and analysis, SDT, and the cycle of co-morbid conditions impacting women defendants. My approach combines an empiric strategy, the criminal justice setting, and a gender and trauma-informed approach to needed healthcare services. I will adapt my SDT-based motivational intervention to create a program I call the Women's Initiative Supporting Health (WISH). Under-treatment of HIV and HCV among individuals in criminal justice settings is a major public health issue.1 While treatments differ, similar risks exist for HIV and HCV infection and under-treatment.2,3 The NIDA, CDC, and American Public Health Association are calling for effective and generalizable approaches for HIV and HCV treatment as a research priority in the criminal justice population. The institutes' recommendations support addressing combined risks in women, in the context of a high prevalence of child abuse or IPV histories. Furthermore, they recommend adapting services to meet individual needs. The goals of my proposed research project are consistent with these national priorities.1, 4-7 Evidence shows that women with SUD, while in long-term incarceration, can adhere to treatment of HIV and HCV. However, an unmet challenge is their post-release health services utilization. Additionally, to break the cycle of substance abuse, HIV, HCV, medical under-treatment, incarceration, and trauma, concurrent interventions are needed.8 Effective strategies are needed to engage this complex population in treatment. Drug Treatment Courts have been effective with a reward and sanction model in engaging participants while decreasing substance use and recidivism.9-11 Yet they usually do not address healthcare utilization. Motivational interventions have proven effective in difficult-to-treat populations suffering from SUD, nicotine addiction, HIV, and diabetes.12-16 They support destigmatization of targeted behaviors across varied ethnic, socio-economic, and marginalized populations.17-19 This is key in the criminal justice setting. However, the theoretical model underlying motivational approaches is not widely understood. SDT is an evidence-based theoretical model which establishes autonomous motivation as a mediator for improved health behavior in populations, including those with SUD or HIV.14, 20 Health conditions of subsets of the criminal justice populations are poorly understood. For example, women in criminal justice settings are medically under-studied. The prevalence of HIV and HCV is unknown in the Drug Treatment Court population. In my proposed K23 project I will begin my long-term career plan by examining the feasibility and effects of WISH in under-treated women Drug Treatment Court defendants. I will investigate the role of SDT in predicting changes in motivation for treatment influencing HIV and HCV-related services. Exploring proximal motivation outcomes insures the relevance of my proposal regardless of the effect of WISH. During the K23 m entored period, I will obtain research training and knowledge through mentoring and directed coursework. I will build upon my knowledge and experience using the Stage Model of Behavioral Therapies.21 I will establish myself as an independent investigator by studying promotion of appropriate service utilization. The K23 Mentored Clinical Scientist Award will allow me to accomplish the following goals: 1. Adapt and describe WISH in the criminal justice setting. 2. Obtain training in research methods: a) relevant to the unique needs of persons with co-morbid SUD, HIV,  HCV or criminal justice involvement (ethics, CBPR, health services); b) advanced quantitative approaches 3. Become expert in SDT regarding approach, measures, and outcomes. 4. Provide background data to inform an R01 award application to be written during year 4 of the project. With departmental mentor and research resources in substance abuse, HIV, SDT-based health behavior change, criminal justice collaborations, women's health, services utilization, and clinical research methods, I am ideally suited to benefit from this K23 award. My background provides me the depth of understanding and the ideal timing to undertake this career development research plan effectively addressing complex service needs of women with SUD, HIV, HCV, and IPV risk, and trauma histories. The compelling public health needs of these women defendants mandate a creative, broad based approach.","5B"
2013,8424285,"5 R13 AI093188-03","DESCRIPTION (provided by applicant):    Advances in treatment have transformed HIV from being a fatal disease, which was the reality for infected individuals before the advent of combination treatment, into a long-term chronic condition. As expected, the number of individuals requiring life-long therapy is increasing and the need for improved therapies with fewer side effects are still needed, as well as approaches that may one day eradicate this virus. It is critical for infectious disease healthcare workers and researchers to keep abreast of new drug developments to facilitate the development of novel and potent therapies for HIV, especially in third world countries. HIV DART: Frontiers in Drug Development for Antiretroviral Therapy is a biennial conference to interest physicians, clinicians, nurses, scientists and clinical researchers in the HIV, co-infection (with HBV/HCV), and retrovirology arenas.       Specific Aims: 1) Assemble clinicians, nurses, researchers and basic scientists together to advance knowledge of the ongoing drug development processes in antiretroviral research; 2) Blend the areas of biology, chemistry, pharmacology and clinical research to provide the scientific community an increased understanding of the current and future challenges in therapeutics for HIV infection; and 3) Supplement and enhance the training of underrepresented scientists from various countries, young graduate students, nurses, and/or post-doctoral fellows through attendee scholarships.       Educational Objectives: 1) Understand the role of viral targets in the drug discovery and development process; 2) Identify novel therapeutic agents and viral targets for retroviruses; 3) Develop improved strategies to reduce or eliminate drug-resistance and toxicity; 4) Understand reservoirs and viral persistence towards HIV eradication; 5) Develop microbicides and other preventative approaches; 6) Understand the consequences of hepatitis co-infection on the management of HIV-infected individuals; 7) Provide insights on novel immunological approaches compatible with clinical drug development; 8) Develop targeted approaches to improve the pharmacology of antiretroviral agents; and 9) Understand HIV therapy in pediatrics and the aging population.       Design & Methods:    The HIV DART program will be designed by an internationally-recognized Program Committee, and conducted over 3.5 days in locations conducive to attendance from around the globe. It will include scientific presentations in both oral and poster presentation formats. The Accreditation Council for Continuing Medical Education (ACCME) accredited program will provide ample time for formal and informal interactions between delegates and faculty. HIV DART usually takes place in the United States and the Americas. Relevance: HIV DART: Frontiers in Drug Development for Antiretroviral Therapies is an international biennial conference that provides a forum for infectious disease healthcare workers and researchers from around the globe, including third world countries, to learn about new developments in novel and potent therapies for HIV. HIV DART also encourages young scientists to participate by providing scholarships to those that have an accepted presentation. HIV DART provides accredited Continuing Medical Education training for physicians, ensuring a lasting and positive public health impact on treatment of HIV throughout the world.","8A"
2013,8424296,"5 R01 AI095109-03","DESCRIPTION (provided by applicant): Successful vaccination against HIV will likely require the generation of coordinated humoral and cellular immunity. Among current strategies, protein vaccines fail to stimulate cellular responses, while plasmid DNA or live recombinant vectors capable of promoting cellular and humoral responses together face other issues, such as potency in humans (DNA), or challenges of vector-specific immunity and/or safety (live vectors). We propose here a new class of lipid-based vesicles for protein vaccine delivery, composed of multilamellar lipid vesicles stabilized by the introduction of crosslinks connecting the bilayers of the structure. These novel materials are synthesized and encapsulate protein antigens in a mild all-aqueous process, favoring the preservation of epitopes on complex antigens. In preliminary studies, we show that these novel vaccine carriers can be repeatedly administered for homologous boosting: Following a prime and 2 booster immunizations with a model antigen, these particles massively expand antigen-specific CD8+ T-cells, to the best of our knowledge substantially stronger than any previously reported protein vaccine. These T-cells were functional in terms of their capacity to produce IFN-?, and formed a substantial memory population a month after the second boost. In other preliminary studies, we found that this same system drives potent humoral responses against a candidate malaria antigen. Based on these promising initial results, we propose here to test the promise of this new vaccine delivery approach in the context of HIV vaccination, aiming to determine whether potent, durable T-cell and humoral responses can be elicited against HIV gag and env antigens. In addition, we will explore whether particular aspects of this vaccine system (e.g., the deposition of particles at the injection site) can be exploited to direct the localization of memory cells to key mucosal tissue sites that could promote protection against HIV infection. Our specific aims are: (1) How do the humoral and cellular responses to gag and env antigens evolve as a function of antigen dose and boosting with ICMV particle vaccination? (2) Are alternative clinically-relevant TLR agonist/danger signals capable of eliciting stronger immune responses than MPLA when delivered by ICMV vectors? (3) How do particles retained at the injection site influence memory/effector cell trafficking following ICMV particle immunization, compared to traditional protein immunization? (4) Can microneedle delivery be used to allow repeated needle-free particle boosting to be performed, without the need for refrigerated vaccines? Identification of ICMV formulations that can raise immune responses against HIV immunogens comparable to those shown in our preliminary data for OVA or malaria antigens will set the stage for subsequent testing in macaque protection models (either using ICMV vaccination alone or in tandem with other strong HIV vaccine candidates.","4B"
2013,8424301,"5 R01 NS065845-04","DESCRIPTION (provided by applicant): Congenital human cytomegalovirus (HCMV) infection represents an important cause of neurological damage in children and is the leading cause of non-familial hearing loss in the US. Little is understood about the pathogenesis of this infection because suitable models of central nervous system (CNS) infection are lacking. We have developed a murine model of congenital HCMV infection which recapitulates many of the histopathological and neurodevelopmental abnormalities described in congenital HCMV infections, including hearing loss in surviving mice. In contrast to earlier models, newborn mice injected peripherally with murine CMV develop viremia and subsequently, encephalitis. Because newborn mice are neurodevelopmentally and immunologically equivalent to late 2nd trimester human fetuses, this model has also enabled us to study resolution of this virus infection in a developing animal. In this proposal we will study aspects of the CNS infection in these animals including mechanisms of neuroinvasion, the contribution of innate immune responses in clearance of the virus from the CNS, and the interplay between innate immunity and adaptive immune responses in clearance of virus from the CNS. Lastly, the contribution of both innate and adaptive immunity in persistent CNS infection in adult mice infected as newborns will be studied. We anticipate that parameters of the pathogenesis of CMV infection in the developing CNS will be identified from these studies. Furthermore, we believe that these findings can be translated directly into more focused studies in humans that could lead to new approaches for prevention and treatment of this important infection.","2D"
2013,8424314,"5 R13 AI095013-03","DESCRIPTION (provided by applicant): The annual International Workshop on HIV Dynamics and Evolution gathers people from a wide variety of research areas to explore how viral dynamics and evolution provide insight into the mechanisms that underlie host-pathogen interactions and the emergence, spread, and containment of HIV/AIDS. The meetings address emerging themes in evolutionary biology in order to gain a theoretical understanding and mathematical description of the evolutionary processes that underpin HIV/AIDS. The meeting objectives are to highlight state-of-the-art developments in the field and promote dialog and collaboration across the related disciplines. The rationale for the meeting is that other conferences do not have the same unique focus or multidisciplinary content. Topics covered include the evolutionary history and diversification of retroviruses, advances in and the application of new mathematical algorithms, modeling of the interaction between the virus, the host and its immune response, and infection dynamics and epidemic behavior. Program Committee governance and oversight assures the quality, novelty and consistency of a highly interactive meeting. The selected speakers ensure wide geographical representation, good gender balance, and attendance of young investigators who are developing their reputations in the scientific community and who will invigorate the field. The meeting has enhanced interactions among the attendees to create an active network for theoreticians and experimentalists in order to address fundamental issues and accelerate discovery in HIV/AIDS research. Because of its uniqueness, the meeting can accomplish what other meetings cannot with regard to generating knowledge, creating new consensus, increasing opportunity for collaboration, and opening new areas of evolutionary biology research. The multidisciplinary venue allows trainees and young investigators just starting their career paths to interact closely with internationally recognized experts for mentoring. The annual meeting has grown in scope and significance, fundamentally reshaping the HIV/AIDS research landscape. The 17-year history of the meeting shows feasibility, expertise in the topic, and a track record of working together. To disseminate information and explore this area of scientific research, the specific aims of the meetings are to: facilitate communication of the most recent results relating to HIV dynamics and evolution; provide a forum for debate and discussion of alternative hypotheses in these areas; and integrate new mathematical approaches into pathogenesis research, drug therapy, and vaccine design.","8A"
2013,8424323,"5 R01 EB012946-04","DESCRIPTION (provided by applicant): HIV is a significant global health problem- recent estimates suggest ~33 million people living with HIV, with 96% residing in the developing world. While HIV antiretroviral therapy is effective and increasingly available, quantitative monitoring of treatment is necessary to provide proper care to patients, and to control the emergence and spread of drug-resistant strains of HIV worldwide. Such tests are urgently needed for resource-limited settings to avoid staggering increases in health care costs associated with drug resistance and switching to second- and third-line therapies. However, current inexpensive, qualitative, yes/no diagnostic tools cannot guide treatment or monitor drug resistance, and current quantitative PCR-based assays require expensive equipment and complex environments unsuitable for point-of-care (POC) in resource-limited settings. Additionally, isolating and concentrating viral RNA is challenging for most POC approaches.  The SlipChip is a highly innovative technology from the PI's laboratory that uniquely combines a high level of performance with simplicity of fabrication and operation. The chip consists of two plates that move- or  slip - relative to one another, lubricated by a fluid that is immiscible with the sample fluid and also provides control of surface chemistry and prevents cross-contamination. Slipping brings wells in the two plates in and out of contact to execute a diagnostic assay, and manipulations of volume ranging over 7 orders of magnitude (e.g. from 100 pL to 1 mL) can be performed on the same chip. The SlipChip will facilitate integration of i) upstream sample preparation to isolate and concentrate viral RNA with ii) quantification of viral particles via nucleic acid amplification using  digital  (single molecule) detection using isothermal amplification chemistries, with iii) downstream signal amplification to enable simple readout.  The team that includes PI, co-PIs and a diverse set of industrial and global health collaborators has expertise spanning development of innovative micro-technologies, to molecular biology of RNA and isothermal nucleic acid amplification, to clinical use of diagnostic assays, to development and dissemination of FDA- approved diagnostics tests, to manufacturing, filling and packaging of plastic disposables, to manufacturing of diagnostic equipment, to working with AIDS patients both in the US and in India and Nigeria. This team would ensure that all research is done in the correct context of global health and in the context of chemistries, disposables, and equipment that can be manufactured inexpensively and used in resource-limited settings.  The development of a POC device to monitor HIV viral loading fits within two of the five priorities of the NIH as articulated by Director Francis Collins: it will have a large impact on global health, and it has the potential to ultimately reduce healthcare costs in the US. Long term, this work would lead to SlipChip platform as a  disruptive innovation  to improve healthcare by reducing costs, and simplifying and increasing availability and applicability of nucleic acid-based molecular diagnostics.","6A"
2013,8424360,"5 F32 AI098492-02","DESCRIPTION (provided by applicant): We propose to investigate the mode of action of a fragment of heterogeneous nuclear ribonuclear protein U (hnRNPU) that was identified in a genetic screen for genes or gene fragments that could inhibit HIV-1 replication. This fragment maps to the N-terminal 86 amino acids of hnRNPU (N86-hnRNPU) and mediates a potent block in wild type HIV-1 replication. Further analysis into the mechanism of action revealed that N86-hnRNPU induced retention of HIV-1 mRNAs in the nucleus and a concomitant reduction in the cytoplasm. Since the half-life of HIV-1 mRNAs is unaffected by the fragment, these observations suggest that N86-hnRNPU induces a block in HIV-1 mRNA export. In our preliminary studies, we've found that the N86-hnRNPU fragment associates with the full-length hnRNPU protein via co-immunoprecipitation, and through confocal analysis we have seen that N86-hnRNPU and hnRNPU co-localize in the nucleus. Deletion analysis of the N86- hnRNPU fragment has shown that removal of 68 amino acids from the N-terminus has no effect on the restrictive capacity of the fragment suggesting that the 19 amino acids (68-86 in hnRNPU) may be sufficient for restriction. One hypothesis is that N86-hnRNPU may be affecting a potentially positive role of endogenous hnRNPU in HIV-1 mRNA export. An alternative hypothesis is that N86-hnRNPU affects cellular factors involved in mRNA export such as TAP and the SR protein 9G8. The later has been shown to act as an export adaptor for TAP-mediated export and bind to HIV-1 mRNAs. We will study whether the above mentioned (or other) cellular proteins are inhibited by N86-hnRNPU resulting in the observed block in HIV-1 mRNA export. We will visualize the distribution of HIV-1 mRNAs via fluorescence in situ hybridization (FISH), which may give us insights into the type of block based of the spatial arrangement of HIV-1 mRNAs in the nucleus. Finally, we will test whether N86-hnRNPU restricts HIV-1 infection in the biological target, peripheral blood mononuclear cells (PBMCs). Together, these experiments will lead us closer to understanding the mechanism of N86-hnRNPU mediated restriction of HIV-1 mRNA export. We hope to gain valuable insights into previously unknown aspects in HIV-1 post-integrations steps that might lead to the identification of novel therapeutic avenues.","7A"
2013,8424659,"1 R21 AI103514-01","DESCRIPTION (provided by applicant): Hepatitis B virus causes chronic infections in approximately 350 million people worldwide. All are at significantly increased risk of developing hepatocellular carcinoma. Although virus replication can be blocked by therapy with nucleoside analogs, infected hepatocytes are not cured, because covalently closed circular DNA (CCC DNA), the template for transcription of viral RNAs persists in infected cells. So far, a therapeuti strategy to functionally inactivate or even destroy CCC DNA within infected hepatocytes is lacking. We propose to use transcription activator-like effector nucleases (TALENs) specific for CCC DNA to cleave and mutate CCC DNA in regions essential for viral DNA replication. Hence, the goal of this application is to obtain proof of principle for the idea that an infected hepatocye can be cured of HBV through inactivation and possibly destruction of CCC DNA. Preliminary experiments from our laboratory already demonstrated that CCC DNA is indeed susceptible to cleavage by TALENs. The purpose of this proposal is to investigate the potential of TALENs to functionally inactivate CCC DNA by insertion/deletion of bases during the repair reaction, or to even destroy CCC DNA and to determine whether TALEN-based antiviral therapy could lead to the cure of infected cells. As a model for HBV, we will be using duck hepatitis B virus (DHBV) expressed in hepatoma cells and primary hepatocyte cultures that permit all steps of viral DNA replication including the formation of CCC DNA. The goals of this application will be achieved through the following two aims: Aim 1. Construction and validation of TALENs specific for DHBV. The purpose of this aim is i) to construct TALENs against three targets on DHBV required for DNA replication, ii) to measure the ability of each TALEN to cleave CCC DNA, iii) to determine the effects of cleavage on CCC DNA stability, and iv) to investigate whether cleavage by TALENs leads to integration of CCC DNA into chromosomal DNA. Aim 2. To determine the antiviral activity of TALENs. The purpose of this aim is to study the effect of TALEN-based therapy on infection of dividing hepatoma cells and non-dividing primary duck hepatocytes. We will investigate whether TALEN therapy leads to a time-dependent reduction in CCC DNA levels per cell and determine not only if CCC DNA can be functionally inactivated in non-dividing cells, but also if it can be destroyed without a need for cell death. Furthermore, we will determine whether TALEN therapy can protect hepatocytes from de novo infection.","6D"
2013,8424944,"7 R21 AI090156-02","DESCRIPTION (provided by applicant): Endothelial and epithelial cells are a major target in vivo for HCMV and potentially an important site for initiation of virus transfer across the placenta to the fetus in congenital infection. In HCMV, the gH/gL glycoprotein complex and viral proteins from the UL128-131 locus are required for endocytic viral entry into endothelial/epithelial cells. This viral entry pathway is separate from the gB entry pathway found in fibroblast cells. Antibodies against proteins of the UL128-UL131 locus and endocytic complex can neutralize virus infection of endothelial/epithelial cells. We hypothesize that a vaccine strategy which includes components of the endocytic viral entry pathway as neutralizing target antigens would be a more effective vaccine against congenital infection. The studies will be carried out using guinea pig cytomegalovirus (GPCMV) because of species specificity of HCMV. The guinea pig is the only small animal model that allows the study of congenital cytomegalovirus infection. An added complication of studying bona fide full length CMV and virus entry into endothelial/epithelial cells is the propensity for deletion of the UL128-131 locus when virus is grown on fibroblast cell lines. This happens in both HCMV and GPCMV, which complicates infection studies on endo/epithelial cells. We propose to use a novel approach of a lentivirus transduced tet-off complementing cell line system expressing missing GPCMV genes (GP128-131) to produce pseudotyped GPCMV encoding part or all of the components of the presumed endocytic pathway. Our hypothesis is that we will be able to determine the relevant proteins necessary for the endocytic pathway of GPCMV infection of endothelial cells via this strategy. Furthermore, we hypothesize that once the minimum components of the endocytic pathway protein complex are identified they can be included as part of a novel vaccine strategy based on a replication impaired (DISC) virus which will enhance the protective immune response against congenital CMV compared to a DISC virus lacking this locus.","6D"
2013,8424954,"5 R21 AI097061-02","DESCRIPTION (provided by applicant): This grant seeks to increase our understanding of Hepatitis C virus (HCV) sexual transmission by studying five HCV sexual transmission pairs. Data suggests that HCV can replicate in several anatomic compartments including the liver, white blood cells, and within the genital tract (1-3). Furthermore, viruses replicating in these different compartments can be characterized by small differences in their sequences. The primary aim of the research is to determine where in the transmitting partner the HCV that established infection in the recipient came from by determining their sequence characteristics. Following identification of transmission pairs where HCV was likely acquired via sex, samples of bodily fluids that may be involved in transmission will be collected from the source partner including semen and blood. Blood will also be collected from the subject in the pair who acquired HCV infection. Following isolation of HCV from these fluids we will use massively parallel sequencing methods to generate a detailed sequence signature for the HCV in the various compartments. We will then compare these sequence signatures between the transmitting and recipient partners to determine where the virus that infected the partner likely originated in the transmitter. A second aim of the research is to determine whether difference exist in HCV sequences and distribution between persons who are co-infected with HIV and those who have HCV alone. To accomplish this an additional 5 subjects will be enrolled so that we can analyze 5 HCV and 5 HCV/HIV chronically infected subjects who either transmitted HCV or would be possible HCV transmitters.","2D"
2013,8424962,"5 R21 AI093198-02","DESCRIPTION (provided by applicant): The long range goal of our research is to develop an effective vaccine against human immunodeficiency virus type-1 (HIV-1) infection. We plan to use avian paramyxoviruses (APMVs) as vectors for delivery of HIV-1 proteins. APMVs do not cause disease in humans and there is no preexisting immunity in humans to APMVs. There are nine serotypes of APMVs, therefore, several serologically distinct vectors can be developed to express different HIV genes for use in prime-boost immunization approach.     As a first step towards our goal, we propose here studies to optimize the expression level of HIV-1 envelope glycoprotein (Env), its incorporation into virus particles and the strategy of immunization. We have chosen to use APMV-1, also known as Newcastle disease virus (NDV), because this is the most studied member among APMVs. The results obtained with NDV can be extended to other APMV serotypes in the future. The first objective of our proposal is to identify the optimal 5' and 3' untranslated regions of NDV genes for insertion into HIV Env transcriptional unit to enhance its expression. We will also attempt to enhance the incorporation of HIV Env into NDV envelope by replacement of transmembrane domain and cytoplasmic tail sequences of HIV Env protein with those of NDV F protein individually and collectively. The second objective of our proposal is to evaluate different inoculation routes and prime-boost approaches for eliciting robust systemic and mucosal immune responses in guinea pigs. The optimal strategies will subsequently be moved into monkey studies.","4B"
2013,8424964,"5 R01 MH096633-02","DESCRIPTION (provided by applicant): Improving Outcomes for Orphaned Youth: Implementation of Trauma-focused CBT  The primary goal of this R01 proposal is to study the effectiveness of Trauma-focused Cognitive Behavioral Therapy (TF-CBT) in treating traumatic grief and traumatic stress for orphaned children and young adolescents in two East African sites with high prevalence HIV, Moshi, Tanzania (TZ) and Bungoma, Kenya (KE), through a randomized controlled trial (RCT). The mental health gap in low and middle income countries (LAMICs) is substantial, with few individuals in need of treatment receiving even basic care. Orphaned children and adolescents currently number 143 million worldwide, with nearly 50 million in Sub-Saharan Africa alone, 16.6 million due to HIV/AIDS. These are vulnerable children, who often have mental health problems subsequent to parental death as well as high rates of trauma exposure. In our feasibility study of TF-CBT with orphans in Tanzania, we have found a group-based TF-CBT intervention to be feasible and acceptable, with promising clinical outcomes. In the feasibility study, lay counselors with no prior mental health experience delivered the intervention with training and supervision by our team of mental health and TF-CBT experts.  Building on this initial study, we propose a RCT to test the effectiveness of TF-CBT for traumatic grief and traumatic stress compared to receipt of usual care orphan services in TZ and KE. The study extends our prior work in three ways: 1) includes a comparison condition; 2) includes two countries to examine broader applicability and effectiveness; and 3) involves partnering with the experienced lay counselors from the feasibility study to train and supervise lay counselors, in an attempt to build local responsibility and take steps toward sustainability. The proposed study involves collaboration with HIV/AIDS grassroots organizations and local Co-Investigators in TZ and KE, both of whom are longstanding collaborators with our US team and are located in mixed urban and rural areas, allowing examination of effectiveness in two countries and two settings (urban/rural). Using a task-shifting approach, in which lay individuals are trained as counselors, we will train nine counselors in each country, who deliver 20 groups in each site (10 rural, 10 urban), resulting in 320 children and adolescents (ages 7-13) who receive TF-CBT and 320 who receive usual care. Outcomes for children are assessed at 12-14 weeks (i.e., corresponding with the end of TF-CBT), 6-months post-treatment, and 12-months post-treatment. TF-CBT experts from our team partner with the lay counselors from the feasibility study (e.g., local trainers) to train the TZ ad KE counselors, and these local trainers provide the TF- CBT supervision, while supervised themselves by the US-based TF-CBT and mental health experts. We expect this trial to yield recommendations regarding an effective intervention for orphans that is acceptable, feasible, and includes local responsibility as a means to enhance potential sustainability in LAMICs. Findings will inform other efforts to scale up mental health interventions to address the substantial mental health gap.","5A"
2013,8425021,"5 R01 AI089378-04","DESCRIPTION (provided by applicant): With approximately 14,000 new infections per day, there is an urgent need to develop a safe and effective HIV vaccine. However, all of the strategies tested to date have fallen short of this goal. Thus, new strategies are required if the development of a safe and effective vaccine to prevent HIV infection is ever to be realized. A recent HIV Vaccine Summit held at NIH in March 2008 listed nine high priority research objectives essential for the development of an HIV vaccine. The work proposed in this grant directly addresses one of the nine highest research priorities listed, namely:  Determine why broadly neutralizing antibodies (bNAbs) are uncommon and how they can be elicited . Our new approach to this problem is based on surprising preliminary results showing that cleavage sites on HIV gp120, recognized by intracellular and secreted enzymes known to be important for antigen processing, tumor growth, and parasitic infection, are highly conserved. Surprisingly, these sites are also located at, or adjacent to, specific amino acids important for receptor binding or the binding of neutralizing antibodies. Because of the high rate of virus variation, these sites must have been conserved as the result of strong selective pressure, possibly to evade the immune response. In this proposal we wish to inactivate these conserved cleavage sites on HIV envelope proteins to create protease resistant envelope glycoproteins. We will then express these in quantities required for rabbit immunogenicity studies. The resulting sera will be assayed for the presence of broadly neutralizing antibodies. We postulate that inactivation of these sites will preserve important epitopes that are normally degraded in vivo before they are able to stimulate robust immune responses. Preservation of these epitopes should allow us to redirect the immune response to HIV envelope proteins in a way that improves the formation of broadly neutralizing antibodies. These experiments have the potential to explain why it has been so difficult to elicit neutralizing antibodies with the vaccines tested to date, as well as other observations that have perplexed the field for many years.","4B"
2013,8425033,"5 R37 AI055332-10","DESCRIPTION (provided by applicant): There is a wide consensus that an HIV vaccine should elicit protective antibodies. To ensure that optimal responses are elicited, it is important to understand how antibodies exert their protective activity in vivo. For instance, is it only necessary to elicit antibodies that can neutralize in vitro, as is the current focus of immunogen development? Or are other antibody functions, present in vivo but not present in in vitro neutralization assays, important? If so, which functions? We are approaching the mechanism(s) of antibody protection in vivo using the SHIV/macaque model and a broadly neutralizing human anti-HIV antibody (b12) that we have studied intensively in the laboratory. In particular, we are attempting to probe mechanism by investigation of the protective effects of engineered variants of b12 whose ability to interact with other compartments of the immune system has been altered. We have provided evidence to suggest that the interaction of antibody and host cell Fc receptors is important in protection and now propose to explore this involvement more deeply to determine the features of antibody responses, in addition to neutralization, that will provide benefit in the context of a vaccine. The specific aims are: (1) To determine the roles of the key Fc receptors FcRIIa and FcRIIIa in antibody protection against mucosal HIV challenge (2) To determine the effects of greatly enhancing the major FcR functions, antibody-dependent cellular cytotoxicity (ADCC) and phagocytosis, on antibody protection against mucosal HIV challenge and (3) To investigate in vitro how monoclonal and polyclonal anti-HIV antibodies mediate the extra-neutralizing activities shown in Aims 1 and 2 to be crucial in antibody protection. These studies will help define the antibody specificities, and particularly combinations of specificities, most likely to offer optimal protection against HIV exposure.","4A"
2013,8425060,"5 R01 AI038382-20","DESCRIPTION (provided by investigator):  Human papillomaviruses (HPVs) are the most common sexually transmitted viral infections, resulting in genital warts, intraepithelial neoplasia and anogenital cancers. Diagnosis and treatment of HPV-associated disease is extremely costly. The recent introduction of prophylactic vaccines has the potential to greatly reduce infection and disease caused by the two types responsible for approximately 70 per cent of cervical cancers, HPV 16 and 18, and the quadrivalent vaccine, which also includes HPVs 6 and 11, can prevent up to 90 per cent of genital warts. However, the relatively modest uptake of the vaccine, especially in the developing world, and the very high fraction of men and women who are already infected, means that HPV-associated disease will remain a significant public health problem for decades. Thus, continuing to better understand the natural history of genital HPV infection and the basis for a protective immune response is an important goal. The development of serologic assays to detect HPV antibodies has allowed an assessment of the prevalence of HPV infection, which complemented estimates of active infection made on the basis of detecting HPV DNA in genital tract specimens. The assays have improved in sensitivity, and multiplexing methods now make it possible to measure antibodies to dozens of HPV types, as well as defining immunoreactive epitopes. In aim 1, we will use the multiplex assay to examine the prevalence of 20 HPV types in sera from our existing cohorts of young women and men, for whom there are repeated serological, HPV DNA, and sexual behavior measures. The goal of aim 2 is to develop even more sensitive serologic assays by employing a new technology in which the detection of antibody is greatly increased by coupling the anti-human antibody with a DNA tag that is amplified by PCR. Detection of HPV low levels of HPV antibodies in serum, oral exudates and cervical lavage will provide new tools and insights into the natural history of infection. Aim 3 will examine the epitopes on the HPV 16 virion that elicit antibodies, using an approach in which the type-specific surface exposed loops have been swapped for the corresponding residues of HPV 31. It is of particular importance to characterize the differences in antibody reactivity induced by natural infection compared to vaccination. By understanding the basis of the HPV 16:31 cross-reactivity it may be possible to engineer more broadly protective vaccines. Aim 4 provides a unique opportunity to characterize HPV antibody maturation over time. Vaccination stimulates a large number of naove B cells that can be identified using Solexa sequencing technology to sequence segments of the rearranged V(D)J immunoglobulin genes, coupled with computational analyses. By vaccinating HPV 6,11, 16, 18 naive men and examining their B cell repertoire over time it will be possible to identify HPV-responsive clones and the somatic hypermutation that results to improve antibody binding. Taken together these studies will provide important new information on the prevalence of genital HPV infections and new insights into the basis of protection against HPV infection.","2F"
